Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,car_age,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,estimated_new_price
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,32090,13.0,2143.0,204.0,5.0,7,True,False,False,False,False,False,False,5000
Mahindra XUV500 W8 2WD,Pune,83000,15.1,2179.0,140.0,7.0,10,True,False,False,True,False,False,False,5000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,70000,13.0,2143.0,204.0,5.0,13,True,False,False,False,False,False,False,5000
Mahindra XUV500 W8 2WD,Chennai,68000,16.0,2179.0,140.0,7.0,11,True,False,False,True,False,False,False,5000
Nissan Sunny 2011-2014 XL,Jaipur,105000,16.95,1498.0,97.7,5.0,12,False,False,True,True,False,False,False,5000
Hyundai Elantra GT,Hyderabad,88000,13.0,1795.0,127.0,5.0,18,False,False,True,True,False,False,False,5000
Honda Accord VTi-L AT,Mumbai,93000,11.1,2354.0,142.0,5.0,17,False,False,True,False,False,True,False,5000
Honda City i DTEC SV,Delhi,107000,26.0,1498.0,98.6,5.0,10,True,False,False,True,False,False,False,5000
Toyota Fortuner 4x4 MT,Pune,141844,12.55,2982.0,168.5,7.0,13,True,False,False,True,False,False,False,5000
Nissan Micra XV CVT,Coimbatore,32469,19.34,1198.0,76.0,5.0,9,False,False,True,False,False,False,False,5000
Mahindra XUV500 W6 2WD,Kochi,56318,15.1,2179.0,140.0,7.0,9,True,False,False,True,False,False,False,5000
Mini Cooper 3 DOOR D,Coimbatore,26002,20.7,1496.0,113.98,4.0,7,True,False,False,False,False,False,False,5000
Maruti Swift VDI BSIV,Pune,83000,25.2,1248.0,74.0,5.0,10,True,False,False,True,False,False,False,5000
Chevrolet Beat LS,Pune,80000,18.6,1199.0,79.4,5.0,14,False,False,True,True,False,True,False,5000
Maruti Baleno Alpha 1.2,Chennai,56474,21.4,1197.0,83.1,5.0,8,False,False,True,True,False,True,False,5000
Mercedes-Benz B Class B180 Sport,Mumbai,26000,14.8,1595.0,120.69,5.0,12,False,False,True,False,False,True,False,5000
Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,49000,9.74,1984.0,208.0,5.0,15,False,False,True,False,False,True,False,5000
Skoda Laura 1.9 TDI AT Ambiente,Kochi,64132,17.0,1896.0,105.0,5.0,14,True,False,False,False,False,True,False,5000
Hyundai Creta 1.6 CRDi SX Option,Hyderabad,41810,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
BMW 7 Series 730Ld,Mumbai,60000,16.46,2993.0,258.0,5.0,11,True,False,False,False,False,False,False,5000
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,22177,0.0,2987.0,165.0,5.0,8,True,False,False,False,False,False,False,5000
Ford Figo Diesel ZXI,Chennai,100000,20.0,1399.0,68.05,5.0,10,True,False,False,True,False,False,False,5000
Skoda Laura Ambiente 2.0 TDI CR AT,Pune,75000,20.0,1968.0,138.1,5.0,12,True,False,False,False,False,False,False,5000
Hyundai i20 1.4 CRDi Magna,Mumbai,68000,21.9,1396.0,90.0,5.0,13,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 7 Seater,Kochi,43518,12.99,2494.0,100.0,7.0,8,True,False,False,True,False,False,False,5000
Maruti A-Star AT Vxi Aktiv,Pune,39100,16.98,998.0,66.1,5.0,12,False,False,True,False,False,False,False,5000
Hyundai Verna 1.6 VTVT,Delhi,58000,17.01,1591.0,121.3,5.0,13,False,False,True,True,False,False,False,5000
Honda City 1.5 E MT,Mumbai,52000,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,False,False,5000
BMW 3 Series 320d,Jaipur,80000,13.2,1995.0,170.0,5.0,10,True,False,False,False,False,False,False,5000
Maruti Zen Estilo VXI BSIII,Jaipur,96000,18.2,998.0,67.1,5.0,18,False,False,True,True,False,True,False,5000
Skoda Superb Elegance 1.8 TSI AT,Delhi,63000,13.7,1798.0,157.75,5.0,14,False,False,True,False,False,False,False,5000
Audi Q3 2012-2015 35 TDI Quattro Premium,Hyderabad,50000,15.73,1968.0,174.33,5.0,10,True,False,False,False,False,False,False,5000
Hyundai EON D Lite Plus,Hyderabad,15322,21.1,814.0,55.2,5.0,10,False,False,True,True,False,False,False,5000
Honda Brio E MT,Jaipur,47000,19.4,1198.0,86.8,5.0,12,False,False,True,True,False,False,False,5000
Volkswagen Vento Diesel Highline,Chennai,76041,20.54,1598.0,103.6,5.0,13,True,False,False,True,False,False,False,5000
Hyundai Accent GLE,Kolkata,46000,13.2,1495.0,94.0,5.0,15,False,False,True,True,False,False,False,5000
Mahindra Bolero SLX,Jaipur,160000,15.96,2523.0,62.1,7.0,11,True,False,False,True,False,True,False,5000
Maruti Celerio ZDi,Bangalore,17000,27.62,793.0,47.0,5.0,9,True,False,False,True,False,True,False,5000
Hyundai Grand i10 CRDi Magna,Hyderabad,56000,24.0,1120.0,70.0,5.0,10,True,False,False,True,False,False,False,5000
Hyundai Getz GVS,Mumbai,35000,15.3,1341.0,61.0,5.0,19,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,54278,12.99,2494.0,100.6,7.0,9,True,False,False,True,False,False,False,5000
Hyundai Xcent 1.2 CRDi SX,Kolkata,39000,25.4,1186.0,73.97,5.0,9,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,40000,17.68,1968.0,174.33,5.0,11,True,False,False,False,False,False,False,5000
Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,41000,15.63,1499.0,110.4,5.0,11,False,False,True,False,False,False,False,5000
BMW 5 Series 530i Sport Line,Kolkata,30342,15.56,1998.0,252.0,5.0,13,False,False,True,False,False,False,False,5000
Honda City ZX GXi,Mumbai,88000,17.7,1497.0,78.0,5.0,16,False,False,True,True,False,True,False,5000
Maruti Wagon R VXI 1.2,Chennai,9000,21.5,1197.0,81.8,5.0,6,False,False,True,True,False,False,False,5000
Maruti Swift Dzire VDi,Delhi,70000,19.3,1248.0,73.9,5.0,14,True,False,False,True,False,False,False,5000
Volkswagen Polo Petrol Highline 1.2L,Kolkata,46279,16.47,1198.0,73.9,5.0,13,False,False,True,True,False,False,False,5000
Maruti Ritz LDi,Pune,105000,23.2,1248.0,73.94,5.0,8,True,False,False,True,False,True,False,5000
Chevrolet Optra Magnum 2.0 LT,Chennai,130000,16.52,1991.0,123.7,5.0,13,True,False,False,True,False,False,False,5000
Renault KWID RXL,Jaipur,30000,25.17,799.0,53.3,5.0,7,False,False,True,True,False,False,False,5000
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,54000,19.33,1968.0,138.03,5.0,11,True,False,False,True,False,False,False,5000
Ford Figo Diesel Titanium,Jaipur,65000,20.0,1399.0,68.0,5.0,14,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VXi,Hyderabad,70000,17.5,1298.0,85.8,5.0,14,False,False,True,True,False,False,False,5000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,46000,13.0,2143.0,204.0,5.0,9,True,False,False,False,False,False,False,5000
Chevrolet Spark 1.0 LS,Pune,113000,18.0,995.0,62.0,5.0,17,False,False,True,True,False,False,False,5000
Hyundai Grand i10 Sportz,Jaipur,67310,18.9,1197.0,82.0,5.0,8,False,False,True,True,False,False,False,5000
Honda Jazz VX CVT,Pune,1015,19.0,1199.0,88.7,5.0,5,False,False,True,False,False,False,False,5000
Honda City 1.5 S MT,Jaipur,83035,17.0,1497.0,118.0,5.0,13,False,False,True,True,False,True,False,5000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,36983,12.99,2494.0,100.0,7.0,9,True,False,False,True,False,False,False,5000
Chevrolet Cruze LTZ,Pune,76000,18.3,1991.0,147.9,5.0,14,True,False,False,True,False,False,True,5000
Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,14148,14.3,1598.0,103.52,5.0,5,False,False,True,False,False,False,False,5000
Maruti Ritz VDi,Kolkata,71428,21.1,1248.0,73.9,5.0,13,True,False,False,True,False,False,False,5000
Maruti Ritz ZXi,Mumbai,10500,18.5,1197.0,85.8,5.0,9,False,False,True,True,False,True,False,5000
Honda City 1.5 S AT,Kochi,58997,16.8,1497.0,118.0,5.0,14,False,False,True,False,False,False,False,5000
Maruti Celerio VXI,Delhi,39842,23.1,998.0,67.04,5.0,9,False,False,True,True,False,False,False,5000
Maruti Alto K10 LXI CNG,Kochi,47490,32.26,998.0,58.2,4.0,9,False,False,False,True,False,False,False,5000
Tata Indica Vista Aqua 1.2 Safire,Jaipur,45000,15.8,1172.0,65.0,5.0,15,False,False,True,True,False,False,False,5000
Honda City i VTEC V,Hyderabad,80000,17.4,1497.0,117.3,5.0,13,False,False,True,True,False,False,False,5000
Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,55409,20.5,1598.0,103.5,5.0,9,True,False,False,True,False,False,False,5000
Maruti SX4 ZXI AT,Mumbai,77000,12.6,1586.0,103.3,5.0,15,False,False,True,False,False,False,False,5000
Maruti Alto 800 LXI,Coimbatore,59491,22.74,796.0,47.3,5.0,8,False,False,True,True,False,False,False,5000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,51000,10.5,2179.0,120.0,7.0,17,True,False,False,True,False,False,False,5000
Maruti Baleno Zeta 1.2,Coimbatore,18725,21.4,1197.0,83.1,5.0,7,False,False,True,True,False,False,False,5000
BMW X3 2.5si,Bangalore,92000,11.5,2497.0,218.0,5.0,15,False,False,True,False,False,False,False,5000
Maruti Ritz VDi,Coimbatore,61450,21.1,1248.0,73.9,5.0,11,True,False,False,True,False,False,False,5000
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,18592,20.3,998.0,68.05,5.0,8,False,False,True,True,False,False,False,5000
Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,65137,18.2,1248.0,73.74,7.0,11,True,False,False,True,False,True,False,5000
Volkswagen Polo Diesel Comfortline 1.2L,Pune,83000,22.07,1199.0,73.9,5.0,13,True,False,False,True,False,True,False,5000
Hyundai Verna 1.6 CRDi EX AT,Delhi,37000,22.32,1582.0,126.3,5.0,11,True,False,False,False,False,False,False,5000
Honda BRV i-VTEC V CVT,Coimbatore,14052,16.0,1497.0,117.3,7.0,7,False,False,True,False,False,False,False,5000
Hyundai i10 Magna 1.2,Coimbatore,45086,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,False,False,5000
Maruti Wagon R VXI BS IV,Bangalore,25400,20.51,998.0,67.04,5.0,8,False,False,True,True,False,True,False,5000
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,194500,12.8,2494.0,102.0,8.0,16,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 V Diesel 8-seater,Pune,89000,12.8,2494.0,102.0,8.0,10,True,False,False,True,False,False,False,5000
Hyundai Verna 1.4 CX,Kolkata,50000,23.5,1396.0,88.7,5.0,12,True,False,False,True,False,False,False,5000
Hyundai i20 Sportz AT 1.4,Pune,76551,15.0,1396.0,98.6,5.0,12,False,False,True,False,False,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Mumbai,9700,16.2,1199.0,74.0,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Verna 1.6 EX VTVT,Mumbai,58000,17.01,1591.0,121.3,5.0,11,False,False,True,True,False,False,False,5000
Hyundai i20 Magna Optional 1.2,Kolkata,46000,18.5,1197.0,82.9,5.0,11,False,False,True,True,False,True,False,5000
Hyundai Elantra CRDi SX,Bangalore,72017,22.7,1582.0,126.24,5.0,10,True,False,False,True,False,False,False,5000
Ford EcoSport 1.5 TDCi Titanium,Kolkata,54407,22.77,1498.0,98.59,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,147000,12.99,2494.0,100.0,8.0,12,True,False,False,True,False,False,False,5000
Audi Q3 35 TDI Quattro Premium Plus,Jaipur,61000,15.73,1968.0,174.33,5.0,9,True,False,False,False,False,False,False,5000
Skoda Rapid 1.6 MPI AT Style,Mumbai,18856,14.3,1598.0,103.52,5.0,8,False,False,True,False,False,False,False,5000
BMW X6 xDrive30d,Hyderabad,76000,11.2,2993.0,241.0,4.0,13,True,False,False,False,False,False,False,5000
Mahindra KUV 100 D75 K8 5Str,Delhi,17700,25.32,1198.0,77.0,5.0,7,True,False,False,True,False,False,False,5000
Nissan Micra Diesel XV,Kochi,82267,23.08,1461.0,63.1,5.0,10,True,False,False,True,False,False,False,5000
Honda City i VTEC CVT VX,Kochi,27041,18.0,1497.0,117.3,5.0,6,False,False,True,False,False,False,False,5000
Maruti Alto K10 VXI,Bangalore,63000,24.07,998.0,67.1,5.0,10,False,False,True,True,False,True,False,5000
Maruti Wagon R VXI Minor,Hyderabad,61000,18.9,1061.0,67.0,5.0,16,False,False,True,True,False,False,False,5000
Mahindra TUV 300 2015-2019 T8,Kochi,28466,18.49,1493.0,100.0,7.0,6,True,False,False,True,False,False,False,5000
Hyundai EON Era Plus,Delhi,35373,21.1,814.0,55.2,5.0,11,False,False,True,True,False,False,False,5000
Tata New Safari DICOR 2.2 EX 4x2,Jaipur,51000,11.57,2179.0,138.1,7.0,10,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI,Mumbai,49000,17.68,1968.0,174.33,5.0,11,True,False,False,False,False,False,False,5000
Nissan Sunny Diesel XV,Kolkata,41000,22.71,1461.0,84.8,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,82831,12.8,2494.0,102.0,7.0,13,True,False,False,True,False,True,False,5000
Honda City 1.5 E MT,Mumbai,52000,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,False,False,5000
Maruti Swift VDI BSIV,Hyderabad,39736,25.2,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Renault Duster 110PS Diesel RxL,Mumbai,26500,19.01,1461.0,108.45,5.0,10,True,False,False,True,False,False,False,5000
Maruti Dzire VXI,Mumbai,40000,22.0,1197.0,81.8,5.0,14,False,False,True,True,False,False,False,5000
Jeep Compass 2.0 Limited Option 4X4,Coimbatore,5752,16.3,1956.0,170.0,5.0,5,True,False,False,True,False,False,False,5000
Nissan Terrano XV D Pre,Chennai,54000,19.64,1461.0,108.5,5.0,9,True,False,False,True,False,True,False,5000
Maruti Wagon R LXI,Kolkata,54841,22.5,998.0,67.04,5.0,10,False,False,True,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,34000,22.7,1498.0,89.84,5.0,10,True,False,False,True,False,False,False,5000
Honda Brio E MT,Ahmedabad,16000,19.4,1198.0,86.8,5.0,12,False,False,True,True,False,False,False,5000
Skoda Superb L&K 2.0 TDI AT,Mumbai,24000,18.19,1968.0,174.5,5.0,7,True,False,False,False,False,False,False,5000
Mahindra Xylo E8,Bangalore,60000,14.0,2498.0,112.0,8.0,11,True,False,False,True,False,False,False,5000
Hyundai EON 1.0 Era Plus,Kochi,58469,20.3,998.0,68.05,5.0,9,False,False,True,True,False,False,False,5000
Volkswagen Polo Diesel Highline 1.2L,Pune,110000,22.07,1199.0,73.9,5.0,13,True,False,False,True,False,True,False,5000
Hyundai Elantra 2.0 SX Option AT,Kochi,21127,14.62,1999.0,149.92,5.0,6,False,False,True,False,False,False,False,5000
Toyota Innova 2.0 V,Pune,56000,12.4,1998.0,132.0,8.0,11,False,False,True,True,False,False,False,5000
Mahindra Xylo H9,Mumbai,101000,14.02,2179.0,118.3,8.0,10,True,False,False,True,False,False,False,5000
Hyundai i20 1.2 Magna Executive,Hyderabad,13664,18.6,1197.0,81.83,5.0,6,False,False,True,True,False,False,False,5000
Renault Duster Adventure Edition,Mumbai,65371,19.01,1461.0,108.45,5.0,10,True,False,False,True,False,False,False,5000
Hyundai Verna VTVT 1.6 SX,Delhi,70428,17.0,1591.0,121.3,5.0,10,False,False,True,True,False,False,False,5000
Hyundai Verna 1.6 CRDI,Bangalore,69010,22.32,1582.0,126.3,5.0,12,True,False,False,True,False,False,False,5000
Maruti Alto 800 2016-2019 LXI,Kolkata,68000,24.7,796.0,47.3,5.0,7,False,False,True,True,False,False,False,5000
Nissan Sunny 2011-2014 Diesel XL,Kolkata,45000,21.64,1461.0,84.8,5.0,12,True,False,False,True,False,False,False,5000
Maruti Swift Dzire Vdi BSIV,Ahmedabad,55945,19.3,1248.0,73.9,5.0,7,True,False,False,True,False,False,False,5000
Chevrolet Sail Hatchback LS ABS,Hyderabad,70000,22.1,1248.0,76.9,5.0,11,True,False,False,True,False,False,False,5000
Maruti Wagon R LXI,Mumbai,12000,18.9,998.0,67.1,5.0,10,False,False,True,True,False,False,False,5000
Toyota Corolla Altis VL AT,Coimbatore,10660,14.28,1798.0,138.03,5.0,5,False,False,True,False,False,False,False,5000
Toyota Etios G,Delhi,52052,16.78,1496.0,88.73,5.0,12,False,False,True,True,False,False,False,5000
Mercedes-Benz New C-Class 220 CDI AT,Chennai,62940,14.84,2143.0,170.0,5.0,12,True,False,False,False,False,True,False,5000
Hyundai Santro Xing GL Plus,Kolkata,102000,17.92,1086.0,62.1,5.0,12,False,False,True,True,False,False,False,5000
Volkswagen Vento Diesel Highline,Chennai,60000,20.54,1598.0,103.6,5.0,12,True,False,False,True,False,False,False,5000
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,66000,17.97,1498.0,99.6,5.0,11,False,False,True,False,False,False,False,5000
Honda Brio 1.2 VX MT,Hyderabad,41000,18.5,1198.0,86.8,5.0,12,False,False,True,True,False,False,False,5000
Honda CR-V 2.4 4WD AT,Chennai,135000,10.1,2354.0,152.0,5.0,19,False,False,True,False,False,False,True,5000
Honda City 1.5 S AT,Pune,72000,16.8,1497.0,116.4,5.0,12,False,False,True,False,False,False,False,5000
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,55000,11.78,2143.0,167.62,5.0,10,True,False,False,False,False,False,False,5000
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,37354,18.88,999.0,123.37,5.0,8,False,False,True,True,False,False,False,5000
Mercedes-Benz GLE 250d,Delhi,21000,17.9,2143.0,201.15,5.0,8,True,False,False,False,False,False,False,5000
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,66508,18.12,1995.0,190.0,5.0,9,True,False,False,False,False,False,False,5000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,88000,11.3,2987.0,254.8,7.0,11,True,False,False,False,False,False,False,5000
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,52000,12.55,2982.0,169.0,7.0,12,True,False,False,True,False,False,False,5000
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,41372,17.9,2143.0,136.0,5.0,7,True,False,False,False,False,False,False,5000
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,50000,21.72,1498.0,108.4,5.0,7,True,False,False,False,False,True,False,5000
Honda Amaze S i-Dtech,Kolkata,51637,25.8,1498.0,98.6,5.0,11,True,False,False,True,False,False,False,5000
Toyota Corolla Altis G,Mumbai,48233,14.53,1798.0,138.1,5.0,15,False,False,True,True,False,False,False,5000
Hyundai Grand i10 Asta,Chennai,58000,18.9,1197.0,82.0,5.0,8,False,False,True,True,False,True,False,5000
Honda Jazz 1.2 V CVT i VTEC,Chennai,44550,19.0,1199.0,88.7,5.0,9,False,False,True,False,False,False,False,5000
Hyundai Verna 1.6 SX,Ahmedabad,60001,22.32,1582.0,126.32,5.0,11,True,False,False,True,False,False,False,5000
Toyota Fortuner 4x2 AT,Delhi,150000,12.55,2982.0,168.5,7.0,10,True,False,False,False,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,33000,11.5,2987.0,210.0,5.0,9,True,False,False,False,False,False,False,5000
Volkswagen Polo 1.5 TDI Highline,Jaipur,62766,20.14,1498.0,88.8,5.0,9,True,False,False,True,False,False,False,5000
Maruti Wagon R LXI BS IV,Delhi,73575,18.9,998.0,67.1,5.0,14,False,False,True,True,False,False,False,5000
Honda Amaze SX i-DTEC,Pune,63000,25.8,1498.0,98.6,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova Crysta 2.8 ZX AT,Jaipur,27270,11.36,2755.0,171.5,7.0,7,True,False,False,False,False,False,False,5000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,41737,19.27,2143.0,170.0,5.0,8,True,False,False,False,False,False,False,5000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,28358,19.27,2143.0,167.62,5.0,6,True,False,False,False,False,False,False,5000
Maruti Ritz VDi ABS,Pune,75500,21.1,1248.0,73.9,5.0,12,True,False,False,True,False,True,False,5000
Honda Jazz 1.2 VX i VTEC,Mumbai,9900,18.7,1199.0,88.7,5.0,8,False,False,True,True,False,False,False,5000
Honda Brio S MT,Mumbai,17000,19.4,1198.0,86.8,5.0,10,False,False,True,True,False,False,False,5000
Hyundai Creta 1.4 CRDi S Plus,Bangalore,68178,21.38,1396.0,88.7,5.0,9,True,False,False,True,False,False,False,5000
Hyundai Getz GLE,Hyderabad,52008,15.3,1341.0,83.0,5.0,15,False,False,True,True,False,False,False,5000
Chevrolet Beat Diesel LS,Kolkata,76000,25.44,936.0,56.3,5.0,11,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,48222,17.68,1968.0,174.33,5.0,9,True,False,False,False,False,False,False,5000
Hyundai Xcent 1.2 Kappa SX Option,Delhi,100000,19.1,1197.0,82.0,5.0,8,False,False,True,True,False,False,False,5000
Maruti Swift Dzire VDi,Delhi,68000,19.3,1248.0,73.9,5.0,14,True,False,False,True,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,76115,13.5,2477.0,175.56,7.0,9,True,False,False,False,False,False,False,5000
Toyota Fortuner 4x2 AT,Hyderabad,142000,12.55,2982.0,168.5,7.0,11,True,False,False,False,False,False,False,5000
Volvo S60 D5 Kinetic,Hyderabad,70000,13.2,2400.0,215.0,5.0,13,True,False,False,False,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Coimbatore,34224,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,50000,14.21,2143.0,203.0,5.0,12,True,False,False,False,False,True,False,5000
Honda Mobilio V i DTEC,Mumbai,30000,24.2,1498.0,98.6,7.0,9,True,False,False,True,False,False,False,5000
Renault Captur 1.5 Diesel RXL,Bangalore,22000,20.37,1461.0,108.45,5.0,6,True,False,False,True,False,False,False,5000
Hyundai EON Sportz,Kolkata,4000,21.1,814.0,55.2,5.0,7,False,False,True,True,False,False,False,5000
Volvo XC90 2007-2015 D5 AWD,Delhi,22230,11.1,2400.0,200.0,7.0,10,True,False,False,True,False,False,False,5000
Maruti A-Star AT VXI,Bangalore,46000,16.98,998.0,66.1,5.0,13,False,False,True,False,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,88700,14.21,2143.0,203.0,5.0,11,True,False,False,False,False,False,False,5000
Hyundai Grand i10 Sportz,Hyderabad,56000,18.9,1197.0,82.0,5.0,9,False,False,True,True,False,False,False,5000
Audi A3 35 TDI Attraction,Ahmedabad,84004,20.38,1968.0,143.0,5.0,10,True,False,False,False,False,False,False,5000
BMW 5 Series 2013-2017 530d M Sport,Bangalore,16000,14.69,2993.0,258.0,5.0,9,True,False,False,False,False,False,False,5000
Mahindra XUV500 W6 2WD,Jaipur,85009,16.0,2179.0,140.0,7.0,9,True,False,False,True,False,True,False,5000
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,86000,18.88,999.0,123.37,5.0,10,False,False,True,True,False,False,False,5000
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,93442,18.2,1248.0,73.8,7.0,9,True,False,False,True,False,False,False,5000
Mahindra Scorpio S10 8 Seater,Chennai,65000,15.4,2179.0,120.0,8.0,9,True,False,False,True,False,False,False,5000
Hyundai i20 2015-2017 1.2 Magna,Pune,67000,18.5,1197.0,80.0,5.0,11,False,False,True,True,False,False,False,5000
Renault Pulse RxZ,Coimbatore,31513,23.08,1461.0,63.12,5.0,10,True,False,False,True,False,False,False,5000
Maruti Swift Dzire ZDI,Coimbatore,75724,26.59,1248.0,74.0,5.0,7,True,False,False,True,False,False,False,5000
Hyundai EON Magna Plus,Kolkata,69000,21.1,814.0,55.2,5.0,11,False,False,True,True,False,False,False,5000
Nissan Micra XL,Mumbai,65000,18.06,1198.0,75.0,5.0,14,False,False,True,True,False,False,False,5000
Skoda Superb L&K 2.0 TDI AT,Mumbai,27000,18.19,1968.0,174.5,5.0,7,True,False,False,False,False,False,False,5000
Maruti Swift VXI,Chennai,56049,18.6,1197.0,85.8,5.0,10,False,False,True,True,False,False,False,5000
Skoda Rapid 1.6 TDI Ambition,Pune,96987,20.5,1598.0,103.5,5.0,12,True,False,False,True,False,False,False,5000
Hyundai i10 Sportz 1.2,Bangalore,69000,20.36,1197.0,78.9,5.0,14,False,False,True,True,False,False,False,5000
Honda Jazz 1.5 S i DTEC,Bangalore,33500,27.3,1498.0,98.6,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,93000,12.99,2494.0,100.0,8.0,12,True,False,False,True,False,False,False,5000
Volvo XC60 D4 SUMMUM,Ahmedabad,64000,14.7,1984.0,181.0,5.0,11,True,False,False,False,False,False,False,5000
Maruti Ciaz ZDi Plus SHVS,Kochi,48045,28.09,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Mitsubishi Pajero 2.8 SFX,Hyderabad,94000,10.5,2835.0,107.2,6.0,15,True,False,False,True,False,False,False,5000
Maruti Alto LXi,Chennai,60000,19.7,796.0,46.3,5.0,13,False,False,True,True,False,False,False,5000
BMW 3 Series 320d,Bangalore,56000,13.2,1995.0,170.0,5.0,13,True,False,False,False,False,False,False,5000
Hyundai i20 1.4 CRDi Asta,Pune,98472,23.0,1396.0,90.0,5.0,12,True,False,False,True,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Hyderabad,37800,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
Maruti Omni 5 Seater BSIV,Coimbatore,63617,14.0,796.0,35.0,5.0,8,False,False,True,True,False,False,False,5000
Hyundai Verna CRDi SX ABS,Ahmedabad,68000,18.1,1493.0,110.0,5.0,13,True,False,False,True,False,False,False,5000
Maruti Baleno Sigma 1.2,Kochi,11282,21.4,1197.0,83.1,5.0,7,False,False,True,True,False,False,False,5000
Honda Amaze S i-Dtech,Chennai,75000,25.8,1498.0,98.6,5.0,11,True,False,False,True,False,False,False,5000
BMW X3 xDrive20d Advantage Edition,Coimbatore,78984,16.09,1995.0,184.0,5.0,10,True,False,False,False,False,False,False,5000
Skoda Superb Style 1.8 TSI AT,Mumbai,71000,14.67,1798.0,177.46,5.0,8,False,False,True,False,False,False,False,5000
Honda Brio 1.2 VX MT,Kochi,43814,18.5,1198.0,86.8,5.0,10,False,False,True,True,False,False,False,5000
Hyundai i10 Magna,Kolkata,60000,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,65438,17.68,1968.0,174.33,5.0,9,True,False,False,False,False,False,False,5000
Renault Duster 85PS Diesel RxL,Mumbai,28215,19.87,1461.0,83.8,5.0,10,True,False,False,True,False,False,False,5000
Honda WRV i-DTEC VX,Kochi,15053,25.5,1498.0,98.6,5.0,5,True,False,False,True,False,False,False,5000
