name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1391,2008.0,221000.0,35008.0,3,0,1,0,303,119,222,424,5.0
152,2017.0,270000.0,31100.0,3,0,1,0,320,113,190,405,5.0
674,2014.0,455000.0,42312.0,1,0,1,0,351,3,233,159,5.0
1892,2011.0,300000.0,72000.0,3,0,1,0,177,34,291,88,5.0
1896,2014.0,480000.0,54891.0,1,0,1,0,338,19,221,144,5.0
651,2018.0,1000000.0,30000.0,1,1,0,0,307,39,59,272,5.0
31,2017.0,2600000.0,44000.0,1,0,0,0,319,64,141,349,5.0
1974,2017.0,1850000.0,18890.0,1,0,0,0,17,96,118,328,7.0
589,2019.0,500000.0,5000.0,3,1,1,0,249,2,225,440,5.0
977,2013.0,800000.0,117000.0,1,0,0,0,14,95,133,355,7.0
1561,2013.0,1000000.0,75010.0,1,0,0,0,68,64,87,307,5.0
1745,2013.0,250000.0,50000.0,1,1,1,0,277,13,294,192,5.0
1573,2012.0,245000.0,100000.0,1,0,1,0,330,29,208,139,5.0
562,2019.0,625000.0,4337.0,3,0,0,0,210,10,264,50,5.0
2018,2018.0,560000.0,14495.0,3,0,1,0,207,120,248,428,5.0
438,2018.0,680000.0,8576.0,3,0,1,0,205,12,291,31,5.0
1307,2019.0,700000.0,30000.0,1,1,1,0,384,13,245,178,5.0
1728,2013.0,220000.0,80000.0,1,1,1,0,329,24,230,106,5.0
1707,2017.0,450000.0,70000.0,1,1,1,0,216,26,231,95,5.0
1847,2017.0,525000.0,19723.0,3,0,0,0,249,12,276,49,5.0
1945,2009.0,650000.0,242000.0,1,1,1,1,45,85,7,187,7.0
43,2018.0,5500000.0,22000.0,1,1,0,0,162,104,162,396,4.0
1294,2017.0,875000.0,30000.0,1,0,0,0,384,13,245,178,5.0
763,2019.0,785000.0,9000.0,3,0,1,0,204,10,262,48,5.0
461,2017.0,819999.0,30000.0,3,0,1,0,175,12,291,31,5.0
35,2016.0,2950000.0,60000.0,1,0,0,0,302,64,138,348,5.0
1967,2016.0,1925000.0,27000.0,1,0,1,0,66,80,83,317,7.0
459,2017.0,885000.0,39000.0,1,0,1,0,365,36,313,193,5.0
208,2015.0,680000.0,64000.0,3,0,0,0,133,37,31,108,5.0
193,2017.0,960000.0,42000.0,1,0,1,0,327,36,317,199,5.0
361,2012.0,385000.0,45000.0,3,0,1,0,202,11,285,16,5.0
1641,2019.0,1650000.0,15000.0,1,0,1,0,159,58,110,324,5.0
988,2018.0,890000.0,55000.0,1,0,1,0,201,32,2,241,7.0
228,2015.0,1275000.0,64000.0,1,0,0,0,18,99,93,340,7.0
43,2018.0,6000000.0,27000.0,1,0,0,0,162,104,162,396,4.0
1158,2019.0,1025000.0,15000.0,3,0,0,0,248,30,11,98,5.0
2026,2016.0,675000.0,69000.0,3,0,0,0,166,10,16,152,5.0
1322,2017.0,700000.0,80000.0,3,0,1,0,307,10,261,41,5.0
206,2016.0,780000.0,60000.0,1,0,1,0,323,36,312,199,5.0
638,2017.0,1050000.0,70000.0,1,0,1,0,314,39,62,274,5.0
22,2015.0,2700000.0,105000.0,1,0,0,2,55,101,158,387,5.0
1636,2016.0,400000.0,100000.0,1,1,1,0,326,13,244,174,5.0
823,2011.0,400000.0,100000.0,1,1,1,0,129,90,206,183,9.0
1104,2009.0,85000.0,90000.0,3,1,1,2,238,112,180,398,5.0
1646,2018.0,1300000.0,35000.0,1,1,1,0,177,71,93,348,7.0
988,2018.0,819999.0,11500.0,1,1,1,0,201,32,2,241,7.0
985,2015.0,620000.0,40000.0,1,1,0,0,201,32,2,241,7.0
1547,2018.0,260000.0,50000.0,3,1,1,0,328,120,220,426,5.0
516,2016.0,805000.0,49900.0,3,0,1,0,139,52,82,156,5.0
554,2015.0,484999.0,55380.0,3,0,1,0,210,10,264,50,5.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
1783,2018.0,811000.0,11000.0,3,0,1,0,159,11,27,143,5.0
436,2015.0,575000.0,50000.0,3,1,0,0,212,12,291,31,5.0
802,2018.0,1675000.0,80000.0,1,1,1,0,163,58,114,324,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
792,2015.0,2500000.0,13500.0,1,0,0,0,95,104,164,391,5.0
1443,2018.0,2550000.0,18000.0,3,0,0,0,104,62,132,290,5.0
1467,2017.0,2700000.0,16000.0,3,0,0,0,95,62,131,289,5.0
1991,2017.0,650000.0,18816.0,3,0,1,0,159,11,239,27,5.0
1968,2017.0,1748999.0,33019.0,1,0,1,0,66,80,84,317,7.0
391,2017.0,925000.0,18000.0,3,0,0,0,119,35,38,118,5.0
1924,2019.0,894999.0,9654.0,3,0,0,0,229,10,261,41,5.0
1098,2011.0,175000.0,11000.0,3,0,1,0,345,119,222,424,5.0
1347,2012.0,340000.0,24300.0,3,0,1,0,287,10,261,41,5.0
1974,2016.0,1525000.0,42163.0,1,0,0,2,17,96,118,328,7.0
1162,2017.0,810000.0,47747.0,1,0,1,0,383,13,289,193,5.0
1791,2018.0,1025000.0,8000.0,1,0,0,0,294,35,27,278,5.0
30,2016.0,2150000.0,30000.0,1,0,0,0,319,64,141,348,5.0
1936,2013.0,910000.0,70000.0,1,1,1,2,49,85,2,191,8.0
1665,2016.0,300000.0,60000.0,1,1,1,2,184,26,183,416,5.0
1436,2004.0,120000.0,80000.0,3,1,1,2,169,117,202,411,5.0
768,2015.0,490000.0,45900.0,3,1,1,2,204,10,262,48,5.0
339,2013.0,425000.0,70000.0,1,1,1,0,367,36,313,193,5.0
1106,2011.0,155000.0,40000.0,3,1,1,0,238,112,180,398,5.0
959,2013.0,490000.0,90000.0,1,1,1,2,32,71,47,287,8.0
1107,2010.0,132000.0,105000.0,3,1,1,0,238,112,180,398,5.0
522,2018.0,750000.0,30000.0,1,1,1,0,318,24,293,218,5.0
1409,2011.0,225000.0,20000.0,3,1,1,0,210,119,224,424,5.0
708,2011.0,240000.0,80000.0,3,1,1,0,251,10,255,33,5.0
1404,2004.0,33351.0,90000.0,3,1,1,4,210,119,224,424,5.0
100,2010.0,80000.0,80000.0,3,1,1,2,188,118,205,422,5.0
1068,2004.0,40000.0,120000.0,3,1,1,0,136,112,172,388,4.0
356,2019.0,1100000.0,50000.0,1,1,1,2,305,36,313,193,7.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
675,2016.0,380000.0,80000.0,1,1,1,2,351,3,233,159,5.0
1766,2011.0,300000.0,120000.0,1,1,1,2,21,71,73,302,7.0
1083,2014.0,240000.0,50000.0,3,1,1,0,322,112,182,400,5.0
1338,2011.0,325000.0,70000.0,1,1,1,0,325,13,244,178,5.0
883,2016.0,400000.0,130000.0,1,1,1,0,361,11,252,173,6.0
1568,2017.0,800000.0,50000.0,1,1,1,0,279,29,273,194,8.0
192,2018.0,950000.0,80000.0,1,1,1,0,327,36,317,199,5.0
1338,2013.0,300000.0,120000.0,1,1,1,1,325,13,244,178,5.0
1081,2020.0,350000.0,5000.0,3,1,1,0,308,112,182,400,5.0
892,2017.0,530000.0,59000.0,3,1,1,0,192,11,264,54,5.0
80,2013.0,350000.0,100000.0,1,1,1,4,194,13,240,148,7.0
620,2008.0,168000.0,50000.0,3,1,0,0,11,78,107,235,5.0
1559,2016.0,240000.0,45000.0,3,1,1,2,359,113,188,405,5.0
1309,2010.0,220000.0,80000.0,1,1,1,1,222,13,241,178,5.0
1399,2008.0,110000.0,80000.0,3,1,1,1,210,1,220,415,5.0
1374,2016.0,850000.0,100000.0,1,1,1,0,350,13,289,193,5.0
1198,2014.0,545000.0,110000.0,1,1,1,0,268,13,293,193,7.0
1964,2018.0,2064000.0,24000.0,1,1,1,0,66,80,84,317,8.0
1255,2018.0,950000.0,25000.0,1,1,1,0,358,13,289,193,5.0
508,2013.0,200000.0,68697.0,3,1,1,4,281,114,191,407,5.0
1342,2017.0,660000.0,30000.0,1,1,1,0,360,13,244,178,5.0
348,2013.0,420000.0,40000.0,1,1,1,2,367,36,313,193,5.0
1680,2010.0,150000.0,29000.0,3,1,1,0,145,5,215,430,5.0
60,2013.0,175000.0,68000.0,1,1,1,2,363,116,196,123,5.0
333,2018.0,750000.0,15000.0,3,1,0,0,190,12,291,31,5.0
1247,2014.0,425000.0,70000.0,1,1,1,0,332,13,242,178,5.0
1878,2015.0,790000.0,126000.0,1,1,1,4,292,19,286,201,5.0
1948,2011.0,830000.0,300000.0,1,1,1,4,45,85,7,187,7.0
453,2015.0,650000.0,94000.0,1,1,1,2,352,36,313,193,7.0
1879,2015.0,780000.0,129000.0,1,1,1,4,292,19,286,201,5.0
705,2010.0,180000.0,55000.0,3,1,1,2,240,2,226,436,5.0
195,2019.0,869999.0,40000.0,1,1,1,0,327,36,317,199,5.0
1735,2011.0,275000.0,50000.0,1,1,1,0,282,13,294,192,5.0
717,2017.0,630000.0,25000.0,3,1,1,2,204,10,262,48,5.0
1885,2008.0,150000.0,60000.0,3,1,1,2,58,49,58,134,5.0
1081,2016.0,315000.0,25000.0,3,1,1,0,322,112,182,400,5.0
1699,2011.0,189000.0,70000.0,1,1,1,2,337,24,232,106,5.0
1307,2014.0,580000.0,120000.0,1,1,1,0,335,13,244,178,5.0
176,2009.0,150000.0,153000.0,1,1,1,2,393,121,322,441,5.41671936259011
1369,2018.0,825000.0,35000.0,1,1,1,0,350,13,289,193,5.0
1796,2016.0,650000.0,60000.0,1,1,1,2,78,71,87,302,7.0
372,2004.0,50000.0,62000.0,3,1,1,2,50,18,297,18,5.0
1580,2011.0,200000.0,120000.0,3,1,1,2,138,11,241,27,5.0
1853,2013.0,135000.0,120000.0,1,1,1,4,117,26,232,95,7.0
739,2017.0,680000.0,80000.0,1,1,1,0,318,24,292,221,5.0
731,2017.0,670000.0,80000.0,1,1,1,0,318,24,292,221,5.0
41,2010.0,1000000.0,60000.0,1,1,0,0,152,64,154,366,5.0
1093,2010.0,240000.0,80000.0,3,1,1,2,274,119,224,424,5.0
181,2014.0,555000.0,147279.0,1,1,1,2,159,75,74,308,7.0
1622,2013.0,455000.0,98000.0,1,1,1,0,257,46,14,260,5.0
1307,2018.0,750000.0,25000.0,1,1,1,0,384,13,245,178,5.0
1293,2016.0,700000.0,90000.0,1,1,0,0,374,13,244,178,5.0
1762,2016.0,220000.0,22000.0,3,1,0,0,305,110,173,381,4.0
1673,2014.0,160000.0,120000.0,1,1,1,0,356,24,230,106,5.0
93,2013.0,225000.0,100000.0,1,1,1,2,310,13,251,200,5.0
1706,2008.0,140000.0,120000.0,1,1,1,2,216,24,230,95,5.0
1307,2014.0,600000.0,70000.0,1,1,1,2,335,13,244,178,5.0
1020,2015.0,1000000.0,24700.0,1,1,1,0,131,71,76,311,7.0
102,2008.0,65000.0,100000.0,3,1,1,4,188,118,205,422,5.0
1223,2019.0,500000.0,10000.0,3,1,1,0,273,10,261,41,5.0
1020,2017.0,1100000.0,88754.0,1,0,1,0,131,71,76,311,7.0
249,2011.0,325000.0,53287.0,3,0,1,0,393,121,322,441,5.41671936259011
1029,2017.0,1150000.0,43526.0,1,0,1,0,131,71,76,311,7.0
1581,2012.0,320000.0,55885.0,3,0,1,0,138,11,248,27,5.0
217,2019.0,950000.0,16034.0,1,0,1,0,299,36,317,210,5.0
287,2012.0,250000.0,156040.0,1,0,1,0,244,25,225,139,5.0
226,2004.0,400000.0,93415.0,1,0,1,0,52,89,77,312,7.0
36,2008.0,1100000.0,122000.0,1,1,0,2,200,64,124,321,5.0
1118,2017.0,600000.0,20000.0,1,1,1,0,380,13,244,178,5.0
1345,2017.0,509999.0,46000.0,3,1,1,0,307,10,261,41,5.0
1616,2016.0,395000.0,50000.0,3,1,1,4,116,46,10,128,5.0
1404,2018.0,469000.0,5000.0,3,1,1,0,303,119,222,424,5.0
1080,2017.0,250000.0,42000.0,3,1,1,0,354,112,182,400,5.0
103,2011.0,130000.0,68519.0,3,0,1,0,137,118,206,422,5.0
193,2019.0,906000.0,30000.0,1,1,1,0,327,36,317,199,5.0
291,2011.0,160000.0,85000.0,1,1,1,0,244,25,225,139,5.0
1314,2012.0,300000.0,88000.0,3,1,1,0,175,14,280,50,5.0
1072,2010.0,60000.0,100000.0,3,1,1,1,74,112,174,401,5.0
1310,2014.0,400000.0,100000.0,3,1,1,2,217,10,280,50,5.0
1839,2018.0,450000.0,22966.0,3,0,1,0,342,12,277,39,5.0
828,2014.0,465000.0,80000.0,1,1,1,2,129,90,206,182,7.0
1338,2012.0,325000.0,80000.0,1,1,1,2,325,13,244,178,5.0
1106,2008.0,150000.0,70000.0,3,1,1,2,238,112,180,398,5.0
504,2014.0,250000.0,2350.0,3,1,1,0,281,114,191,407,5.0
1106,2011.0,175000.0,50000.0,3,1,1,0,238,112,180,398,5.0
1106,2010.0,175000.0,58000.0,3,1,1,0,238,112,180,398,5.0
387,2006.0,150000.0,80000.0,3,1,1,2,156,35,2,81,5.0
853,2018.0,797000.0,60000.0,1,1,1,0,145,32,232,182,7.0
519,2019.0,800000.0,35000.0,3,1,1,0,204,10,263,58,5.0
828,2019.0,750000.0,59872.0,1,1,1,0,129,90,206,182,7.0
943,2011.0,400000.0,140000.0,1,1,1,2,62,71,37,281,5.0
1103,2012.0,160000.0,110000.0,3,1,1,0,238,112,180,398,5.0
829,2016.0,700000.0,91182.0,1,1,1,0,129,90,206,182,7.0
1106,2010.0,160000.0,60000.0,3,1,1,4,238,112,180,398,5.0
761,2012.0,400000.0,100000.0,1,1,1,0,288,24,293,219,5.0
1901,2013.0,451000.0,120000.0,1,1,1,0,338,19,223,144,5.0
1070,2002.0,40000.0,80000.0,3,1,1,0,136,112,172,388,4.0
1735,2012.0,300000.0,70000.0,1,1,1,4,282,13,294,192,5.0
1148,2017.0,421000.0,59500.0,3,1,1,2,331,119,221,424,5.0
1234,2000.0,80000.0,100000.0,0,1,1,2,7,112,0,441,8.0
1377,2016.0,950000.0,45000.0,1,1,1,0,350,13,289,193,5.0
726,2011.0,395000.0,75500.0,1,1,1,2,327,24,297,224,5.0
1377,2016.0,950000.0,46000.0,1,1,1,2,350,13,289,193,5.0
1081,2013.0,270000.0,60000.0,3,1,1,0,322,112,182,400,5.0
723,2009.0,360000.0,60000.0,3,1,0,2,103,24,2,82,5.0
1334,2008.0,235000.0,152500.0,1,1,1,0,183,13,248,178,5.0
1447,2014.0,1850000.0,60000.0,1,1,0,2,50,69,149,375,5.0
1917,2015.0,1900000.0,130000.0,1,1,0,0,41,102,111,330,7.0
566,2017.0,550000.0,23456.0,3,0,1,0,210,10,264,50,5.0
1020,2015.0,1225000.0,39000.0,1,0,1,0,131,71,76,311,7.0
460,2017.0,700000.0,15000.0,3,1,1,0,175,12,291,31,5.0
798,2017.0,1650000.0,69123.0,1,0,1,0,163,58,114,324,5.0
365,2012.0,376000.0,26000.0,3,1,1,0,225,11,285,16,5.0
215,2017.0,875000.0,77524.0,1,0,1,0,320,36,296,198,5.0
778,2014.0,459999.0,40523.0,3,0,1,2,202,10,267,37,5.0
1338,2018.0,755000.0,39000.0,1,0,1,0,384,13,244,178,5.0
15,2019.0,6223000.0,7800.0,3,0,0,3,111,53,137,298,5.0
15,2019.0,5923000.0,11500.0,3,0,0,3,111,53,137,298,5.0
15,2019.0,6523000.0,23600.0,3,0,0,3,111,53,137,298,5.0
1915,2010.0,1050000.0,220000.0,1,1,1,2,20,102,117,318,7.0
1982,2004.0,215000.0,218000.0,1,1,1,2,393,121,322,441,5.41671936259011
1033,2015.0,1050000.0,120000.0,1,1,1,2,107,71,76,311,7.0
1113,2018.0,800000.0,25000.0,3,1,0,0,291,10,270,55,5.0
1339,2015.0,600000.0,31000.0,1,1,1,2,360,13,244,178,5.0
1124,2017.0,530000.0,42000.0,3,1,1,0,291,10,270,55,5.0
1310,2015.0,450000.0,80000.0,3,1,1,0,270,10,272,55,5.0
1093,2011.0,235000.0,60000.0,3,1,1,0,274,119,224,424,5.0
1317,2013.0,550000.0,240000.0,1,1,1,0,335,13,244,178,5.0
1614,2013.0,395000.0,35000.0,3,1,0,2,84,46,14,129,5.0
1844,2018.0,450000.0,35000.0,3,1,1,0,249,12,276,49,5.0
1577,2019.0,600000.0,5000.0,3,1,1,0,244,120,235,434,7.0
1371,2016.0,610000.0,110000.0,1,1,1,0,350,13,289,193,5.0
717,2017.0,690000.0,20000.0,3,1,1,0,204,10,262,48,5.0
1782,2018.0,790000.0,15000.0,3,1,1,0,159,11,27,143,5.0
1093,2014.0,254999.0,40000.0,3,1,1,2,274,119,224,424,5.0
438,2016.0,500000.0,41000.0,3,1,1,0,205,12,291,31,5.0
857,2011.0,340000.0,100000.0,1,1,1,2,65,90,207,157,7.0
1801,2008.0,150000.0,120000.0,1,1,1,0,37,56,225,51,9.0
857,2007.0,245000.0,110000.0,1,1,1,4,65,90,207,157,7.0
2034,2015.0,515000.0,120000.0,1,1,1,2,250,36,10,260,5.0
2,2008.0,122000.0,60000.0,1,1,1,2,45,64,184,13,5.0
705,2009.0,160000.0,35000.0,3,1,1,4,240,2,226,436,5.0
1103,2007.0,110000.0,120000.0,3,1,1,2,238,112,180,398,5.0
1327,2014.0,360000.0,70000.0,1,1,1,0,360,13,244,178,5.0
1339,2009.0,210000.0,110000.0,1,1,1,0,393,121,322,441,5.41671936259011
664,2011.0,260000.0,90000.0,1,1,1,4,137,32,30,239,5.0
1106,2007.0,128000.0,60000.0,3,1,1,2,238,112,180,398,5.0
633,2015.0,600000.0,80000.0,1,1,1,2,344,39,59,275,5.0
1915,2010.0,800000.0,151000.0,1,1,1,2,20,102,117,318,7.0
1307,2019.0,675000.0,25000.0,1,1,1,0,384,13,245,178,5.0
1020,2015.0,1000000.0,24700.0,1,1,1,0,131,71,76,311,7.0
102,2008.0,65000.0,100000.0,3,1,1,4,188,118,205,422,5.0
1223,2019.0,500000.0,10000.0,3,1,1,0,273,10,261,41,5.0
1273,2010.0,300000.0,50000.0,3,1,1,0,103,40,20,112,5.0
1057,2009.0,125000.0,80000.0,3,1,1,0,136,112,172,388,4.0
555,2017.0,550000.0,25000.0,3,1,1,0,210,10,264,50,5.0
1106,2007.0,150000.0,80000.0,3,1,1,4,238,112,180,398,5.0
939,2017.0,891000.0,80000.0,1,1,1,0,115,71,47,284,7.0
1950,2015.0,1050000.0,70000.0,1,1,1,0,49,85,5,188,7.0
1122,2018.0,750000.0,15000.0,3,1,1,0,281,119,3,122,5.0
775,2012.0,380000.0,27500.0,3,1,1,0,202,10,268,38,5.0
1952,2013.0,800000.0,110000.0,1,1,1,2,49,85,5,188,8.0
896,2010.0,200000.0,120000.0,3,1,1,0,122,23,248,24,5.0
1164,2016.0,700000.0,70000.0,1,1,1,0,383,13,289,193,5.0
1979,2002.0,229999.0,290000.0,1,1,1,0,52,81,248,126,10.0
320,2010.0,300000.0,74000.0,3,1,1,2,45,77,127,228,5.0
454,2015.0,670000.0,120000.0,1,1,1,0,348,36,313,193,7.0
386,2007.0,210000.0,140000.0,3,1,1,0,180,35,253,66,5.0
1223,2017.0,370000.0,40000.0,3,1,1,0,273,10,261,41,5.0
1119,2019.0,600000.0,20000.0,3,1,0,0,291,10,270,55,5.0
1369,2020.0,810000.0,15000.0,1,1,1,0,350,13,289,193,5.0
173,2006.0,80000.0,35000.0,3,1,1,0,393,121,322,441,5.41671936259011
1824,2019.0,346000.0,16000.0,3,1,1,0,342,12,276,49,5.0
372,2005.0,55000.0,130000.0,3,1,1,0,50,18,297,18,5.0
1792,2012.0,250000.0,118000.0,1,1,1,2,72,71,71,302,7.0
1364,2006.0,120000.0,44000.0,3,1,1,2,136,14,288,21,5.0
1203,2013.0,600000.0,50000.0,1,1,1,2,268,13,294,193,7.0
1179,2016.0,330000.0,60000.0,3,1,1,0,114,9,237,5,5.0
782,2014.0,400000.0,147000.0,3,1,1,2,204,10,262,48,5.0
1662,2004.0,100000.0,40000.0,1,1,1,2,154,26,205,62,5.0
1310,2014.0,450000.0,100000.0,3,1,1,4,217,10,280,50,5.0
1197,2017.0,800000.0,55000.0,1,1,1,0,353,13,289,193,7.0
1143,2015.0,340000.0,40000.0,1,1,1,2,382,111,181,73,5.0
1247,2010.0,225000.0,64000.0,1,1,1,4,281,13,241,43,5.0
1435,2002.0,55000.0,100000.0,3,1,1,2,169,117,202,411,5.0
1197,2016.0,900000.0,50000.0,1,1,1,0,353,13,289,193,7.0
2050,2014.0,2500000.0,30000.0,1,1,0,0,391,61,130,348,5.0
1414,2018.0,465000.0,30000.0,3,1,1,0,258,119,221,424,5.0
1435,2004.0,70000.0,150000.0,3,1,1,0,169,117,202,411,5.0
1864,2016.0,400000.0,24177.0,3,1,1,0,176,7,291,105,5.0
1720,2012.0,185000.0,80000.0,1,1,1,0,136,26,232,79,5.0
1391,2006.0,140000.0,150000.0,3,1,1,2,210,119,224,424,5.0
1563,2015.0,415000.0,120000.0,1,1,1,2,279,29,273,194,7.0
968,2012.0,532000.0,121779.0,1,1,1,0,32,71,47,287,8.0
1118,2017.0,600000.0,56000.0,1,1,1,0,380,13,244,178,5.0
1265,2008.0,150000.0,100000.0,3,1,1,1,103,40,20,112,5.0
1331,2018.0,459999.0,12000.0,3,1,1,0,254,10,261,41,5.0
1372,2017.0,800000.0,15381.0,1,1,1,0,350,13,289,193,5.0
860,2011.0,310000.0,5000.0,1,1,1,0,65,90,207,157,7.0
1516,2014.0,475000.0,40000.0,1,1,1,0,213,29,27,249,5.0
1394,2016.0,310000.0,35000.0,0,1,1,2,375,119,198,408,5.0
1096,2018.0,350000.0,10000.0,3,1,1,0,345,119,222,424,5.0
1021,2019.0,1800000.0,10000.0,1,1,1,0,131,71,76,311,7.0
1284,2018.0,640000.0,25000.0,3,1,0,0,307,10,261,41,5.0
1379,2017.0,350000.0,50000.0,3,1,0,0,258,119,220,424,5.0
1780,2018.0,600000.0,30000.0,3,1,1,0,159,11,27,143,5.0
635,2015.0,575000.0,23000.0,1,1,1,0,344,39,59,275,5.0
993,2019.0,974000.0,15000.0,1,1,1,0,148,88,21,248,6.0
1379,2018.0,445000.0,5000.0,3,1,0,2,258,119,220,424,5.0
1198,2015.0,580000.0,15000.0,1,1,1,2,268,13,293,193,7.0
479,2020.0,1050000.0,20000.0,1,1,1,0,310,24,291,221,5.0
204,2015.0,600000.0,50000.0,1,1,1,0,323,36,312,199,5.0
260,2017.0,370000.0,40000.0,3,1,1,2,193,9,285,34,5.0
1423,2007.0,150000.0,70000.0,3,1,1,4,194,1,210,415,5.0
1148,2017.0,483000.0,15000.0,3,1,1,0,331,119,221,424,5.0
561,2016.0,470000.0,10000.0,3,1,1,0,210,10,264,50,5.0
1377,2018.0,950000.0,25000.0,1,1,1,0,350,13,289,193,5.0
642,2013.0,450000.0,50000.0,3,1,1,4,160,42,51,130,5.0
1907,2011.0,345000.0,70000.0,3,1,1,0,177,34,291,88,5.0
1228,2020.0,600000.0,5000.0,3,1,0,0,273,10,261,41,5.0
1074,2009.0,300000.0,60000.0,3,1,1,0,212,119,218,424,5.0
1429,2007.0,160000.0,74800.0,3,1,1,2,194,119,224,424,5.0
1059,2004.0,120000.0,80000.0,3,1,1,2,136,112,172,388,4.0
1182,2012.0,220000.0,270000.0,0,1,1,0,306,9,204,417,5.0
496,2018.0,340000.0,120000.0,3,1,1,0,249,119,226,427,5.0
385,2007.0,138000.0,120000.0,3,1,1,2,180,35,253,66,5.0
1980,2000.0,100000.0,250000.0,1,1,1,1,393,121,322,441,5.41671936259011
1314,2010.0,231000.0,80000.0,3,1,1,4,175,14,280,50,5.0
1033,2013.0,800000.0,120000.0,1,1,1,2,107,71,76,311,7.0
1009,2019.0,960000.0,20000.0,3,1,1,0,159,10,28,195,5.0
1399,2009.0,120000.0,70000.0,3,1,1,2,210,1,220,415,5.0
1408,2012.0,270000.0,40000.0,3,1,1,0,210,119,224,424,5.0
1245,2011.0,200000.0,100000.0,3,1,1,2,281,10,281,50,5.0
1347,2012.0,328000.0,123000.0,3,1,1,0,204,10,280,50,5.0
638,2012.0,432000.0,77000.0,1,1,1,0,314,39,62,274,5.0
2010,2019.0,565000.0,7000.0,3,1,1,0,207,120,248,428,5.0
1179,2017.0,390000.0,70000.0,3,1,1,0,114,9,237,5,5.0
269,2017.0,600000.0,30000.0,1,1,1,0,368,36,319,212,5.0
729,2011.0,250000.0,120000.0,1,1,1,4,327,24,297,224,5.0
103,2011.0,165000.0,70000.0,3,1,1,0,188,118,205,422,5.0
378,2011.0,421000.0,105000.0,3,1,1,0,159,35,44,116,5.0
464,2012.0,225000.0,109322.0,3,1,1,2,141,33,304,71,5.0
1499,2013.0,350000.0,120000.0,1,1,1,0,297,29,278,196,5.0
796,2018.0,1757000.0,24000.0,1,1,1,0,163,58,114,324,5.0
1128,2015.0,600000.0,70000.0,1,1,1,2,380,13,244,178,5.0
1836,2018.0,515000.0,35000.0,3,1,1,0,346,12,274,49,5.0
1057,1999.0,80000.0,80000.0,3,1,1,4,136,112,172,388,4.0
1263,2017.0,800000.0,70000.0,1,1,1,2,339,13,289,193,5.0
922,2004.0,120000.0,100000.0,1,1,1,1,3,71,47,287,7.0
788,2017.0,2711000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
